Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
132953,B0090X8IPM,A3J1OG086O1UEV,encorehere,0,0,1,1298937600,"no matter what I do, it still taste bad","Taste bitter, in a bad way, some coffee taste bitter but smooth, not this one.  A hint of vanilla flavor but no coffee aroma at all.  I tried a few different way to make the coffe and no matter what I do, it just taste bad."
415263,B003VMUNCE,A14WMUB1AG4R4X,Gus M,0,0,1,1323216000,Shipment also burst,"Three of the pouches in my shipment burst soaking all the boxes and pouches. Just like the previous reviewer, I couldn't store any of the juices in their boxes since they were all wet. As with other reviewer, my shipment had nothing else in it.  I just don't think the product is being package appropriately.  Our child loves the juice, but it's just not worth dealing with the mess."
433846,B002GOYT3M,A35G1NCZCOA91I,Gary French,2,2,1,1280361600,portion size cut in half,They have added a cheap rice and cut the portion size of the curry in half very disappointing this meal is now a side dish rather than an entree way overpriced
306550,B0025UCP4W,A1KY8T6DOXM9PM,DoubleAries,0,0,1,1340064000,Worst crab I've ever eaten,"Not only do I agree with all the negative comments from other posters, but I'll add that this crab as NO flavor. In a blind taste test I probably couldn't have identified this as crab. I'm well aware that this isn't lump crab meat. If you're looking for something that is good crab without the expense of lump, try the Trader Joe's brand."
87479,B001BZQRJ6,A3KX41MYHDSMI6,Marsha Dreibelbis,0,0,1,1327968000,Very stale,These nuts arrived quickly and were well packaged however are very stale with no crunch. Our family of nut lovers will not touch them and they are just sitting while all the other nuts in the house are gone in a flash. A terrible waste!
210497,B001EO5Y5M,A169G2DYSGDBEL,Fafa,10,16,1,1202860800,Nutella is NOT the best out there people!,"Ok, so I used to love Nutella until the formula was changed and I can now detect more oil than hazelnut.  Yuck.  Soooo, I searched and found Guido Gobino Gianduja Cream.  Holy Cow!  Very rich, with a deep hazelnut flavor with just enough sweetness.  It's the grown up, sophisticated version of Nutella.  Google this product and  don't be afraid of the price.  It's worth every penny!!!"
15101,B002076V22,A2JDFSGZ7EXGC9,"Bill Thompson ""billthompson1""",0,3,1,1262822400,"The dryest, worst oakcakes I have ever tasted",I have spent a lot of time in Scotland and I could not swallow these- dusty and dry- I threw them out
324438,B000FBQ54Y,A1FEP94TP15RG0,J. H. Baker,0,11,1,1245715200,Hazelnut (Filberts) in a fragile crescent shaped tea cookie.,"Delicate ground hazelnut cookies for a Ladies tea, NOT for children or most men! Appreciated only by sophisticated palates, because they are neither cloyingly sweet or fatty. Set these aside for unexpected guests you'd like to impress."
304629,B001BM01BE,A6ZJ3X7HNFPO7,Jane Twain,3,5,1,1292716800,Deceptive packaging-it does have GMO ingredients,"Either these folks are completely ignorant or they think putting "" no genetically engineered ingredients"" on the front of the package will cause us to to ignore their list of ingredients on the back.  Canola oil is made from genetically modified rapeseed. They also say it may have Safflower or Sunflower oil, but I'd<br />rather not take part in that lottery. I'd like to send back this lot, but I'm not willing to bet, they would not have the nerve to sell it to the next unsuspecting soul, so it will go straight into the trash can ,where it belongs."
150902,B003ZINNSK,A31D6YIK0TZD5H,1amazonreviewer,1,1,1,1327363200,Pineapple Juice FROM CONCENTRATE,"When I ordered the Bluebird Pineapple Juice, 46 ounce cans (Pack of 12)...<br /><br />Amazon Product Features were listed as...<br />Not-from-concentrate juices have that right-from-the-grove, fresh-squeezed taste. And, just like fresh-squeezed juice, there's no water, sugar, or preservatives added, only 100 percent pure premium pasteurized juice<br />Uses fruits grown right in the US<br />All our fruits are grown by US farmers in Florida, and Florida only!<br /><br />And Amazon's Product Description for the Bluebird Unsweetened Pineapple Juice was listed as...<br />Florida's Natural Growers was organized in 1933 by growers who had a personal interest in bringing the best possible citrus products to the market. Today, we are one of the largest Florida citrus cooperatives of growers, with a membership base of 13 grower associations. The entire cooperative is made up of more than 1,000 grower-members who own more than 50,000 acres of fine citrus groves in the heart of central Florida. We own the land, and we personally nurture the fruit until it reaches peak ripeness. Because we process and package everything ourselves, we can guarantee the quality of our citrus juices. Citrus growing is a time-honored tradition in central Florida, one that has been passed down through generations. Our grower families came together through Florida's Natural Growers to ensure that the knowledge and lands our grandfathers passed down to us continue to thrive and to cultivate the juiciest, best tasting oranges you can get anywhere in the world. As a grower-owned operation, we believe it's important to know exactly where your family's food and drinks come from. Our Florida's Natural® Brand Premium juices are made and packaged right here in the U.S. so every time you pour a glass, you can be sure that it's always fresh and never imported.<br /><br />NONE OF THAT IS CORRECT!!!!<br /><br />What I received was...<br /><br />Pineapple Juice From Concentrate (this is listed directly on the front of the Bluebird Pineapple Juice can)<br /><br />The ingredients, which were clearly listed on the Bluebird Pineapple Juice can are: Water, Concentrated Pineapple Juice, Ascorbic Acid<br /><br />Concentrate from Costa Rica - this is what was stamped on the bottom of the Bluebird Pineapple Juice can."
282122,B002ZJQQ5M,A2IPOVTGQQJ3VF,L. Gipson,10,18,1,1187913600,Awful,"These things are awful. I was thinking I would be getting a soft, moist chocolate cake with creamy filling - similar to a hostess cupcake but with the ""oreo taste"" - these things are awful. The cake is stale in its consistency - this is not an old or opened package - bought em soon as they hit stores. The icing is about the same as the cookie - not creamy. The cake part is really just plain awful!! Stick to hostess cakes or plain oreos."
412190,B00024DB5K,A3JZJQHY3159IQ,"L. Martinez ""-PawScore""",0,0,1,1309132800,Absolutely DISGUSTING! TOO SWEET!!,"I have to give it 1 star because they wont allow for any less... this ranch dressing is also waaaaaayyy too sweet, the chemical taste of the Splenda overtakes the taste of the actual product itself...I could never understand why they have to add soo much artificial sweetener to something such as a salad dressing, this is one of the five Walden's Calorie Free product I have tried and been VERY disappointed with... I was already taking my chances knowing it was sweetened with Splenda instead of Stevia but for God's sake why make it soo unpalatable?!  there are soo many alternatives out there and why kill it with soo much sweeterner?  My other reviews for these products may be around the same... but darn... I best just make my own dressing, might not be 100% calorie free but at least it will be consumable.  Why does RANCH need sugar?! WTF?  I have made ranch from scratch and never once did I add any sugar to it!  Also there is a dry chemical flavor that comes with this...  I am sooo lucky my healthfood store has a nice return policy because after tasting all these dressing products I could NOT use them and felt jipped because these aren't that cheap.."
104764,B006N3I69A,AI4SYQ8166N6R,Elizabeth Van Etten,0,1,1,1324080000,Less than 1 Star!,Seriously the WORST coffee I have ever tasted.  I am a huge Amazon fan but I learned my lesson with this one... READ the REVIEWS and the product description carefully!  I never would have thought that a k cup could be instant coffee so I didn't really take note of the parenthetical description but I wish I had.  Now we're stuck with 36 of these nasty things.  I even took a box to work because med students will mooch anything but even those world class scavengers won't drink this swill.  DO NOT buy this unless you are a closet Nescafe fan.
262148,B000I67WUC,A25IM487X3WEBV,"G. Llama ""Bakersfield, CA""",0,2,1,1168387200,"BUY CONDENSED MILK, IT'S CHEAPER","I bought this sauce at my local Smart & Final to make my Iced White Mocha's I LOVE so much.  I would normally spend $4 for a venti white mocha and my husband decided to get me my own Espresso Machine.  Well I was excited and ready to go with my clear plastic cups and lids and my white chocolate sauce.  Unfortunately, this was just awful.  I knew it wasn't going to be good when I poured the sauce and it was a transparent  yellowish tone, not the thick white sauce  I normally see the barista squirt into my cup.  So I poured it back into the bottle thinking I needed to shake it up but it didn't change.  It tasted awful.  Even my 4 yr old son who enjoys white mocha's with me all the time (Decaf,of course) didnt want anything to do with it.  Thankfully my 6 yr old who hasn't had as many white mocha's as my son and I gave it a thumbs up so hopefully she can finish off this stuff so its not a complete waste.  I just ordered Torani's white chocolate sauce With a pump so I hope that is exactly what I am looking for.  Good luck!"
85414,B002DHTWNO,A3DC2RO9M15DCY,cax11,0,1,1,1301356800,"Product is below par, very hard to chew","I ordered the product a few weeks ago, and the beef jerky is very hard to tear and chew.  Some of them were like rubber, and it just took forever.  I would not buy it again.  Kind of disappointed at it."
25072,B0081XIA1E,ACMJL8E4Z4TRP,Malikon,0,0,1,1340755200,Good for long toungues or really small faces,"Even though this appears to be intended for dogs, I bought this for my cat Digby. He is very smart and likes puzzle toys (the ones that conceal treats of course). The problem with this toy is the depth of the 'bowls' that hold the treats. Digby cannot get his snout deep enough into the bowls to get the food. I could see a large dog with a big toungue being able to do it, but not a small dog or a cat. This is too bad because it looks like someone put some thought into this thing, they just perhaps only had one size animal in mind when they designed it. If your pet can lick the inside bottom of a jelly jar, perhaps this will be a good item to get them."
470327,B007SMGN9A,AHXN130COKW4M,LadyWillow,0,0,1,1350000000,Metallic taste,"Tried it out of curiosity, (free sample tasting) well to be honest it was very bad. Just awful, tasted like tin foil!  The metallic taste lingered for a long while afterwards too.  The color is quite gross and it had a funny smell too. It gave me nausea!  My friend who also sampled it said she had gas pains from it!  So make sure you sample it first to make sure you can stomach it. To sum it up in one word - YUK!"
386467,B001E5DYTY,AFXRO7K3ZZ0PX,"Jpseph B. Bottieri ""bottieri""",0,0,1,1349136000,Awful,"This has to be the worse Espresso coffee I ever tried.  If you think it's good, you've never been to a Starbiucks to try their Express."
474546,B0019SP8UO,A2OLDLTSWVZBZH,Jay,5,5,1,1236556800,"Smell it, don't drink it.....","Talk about resting on your laurels, the only thing this coffee is good for is adding a nice aromatic accent to the kitchen in the mornings.  It has no real coffee or chocolate taste - just a bland nothingness.  You'd be better off squirting some Hershey's syrup into a cup of Folgers than drinking this bilge water.  Save your money..."
536197,B002UQJA5I,A2QPLZN1CXNXAE,Ropo,1,7,1,1279152000,Pathetic cookie compared to TANG's,"After eating TANG's chocolate and double-chocolate cookies, all other cookies will taste like expired, tepid dogfood to you. Her cookies will enhance your life in ways you never dreamed possible. Tim Horton's, Timothy's, Second Cup, Starbucks, Treats and those horrid packaged cookies at Zupas are just pathetic imitators to the grandeur that is a TANG cookie. HER COOKIES ARE DA BOMB!!! A+++++++ Hawt damn!"
90304,B001FXU6PA,AYJ33PQ0H8A7P,Brandi,0,0,1,1322784000,"Is this a joke? If I could give it a 0, I would.","First of all, I am aware that this is made for the gun, however after reading the reviews I purchased it and let me say I have never been more dissapointed. In the picture the gold is brilliant, bold, and intense. When I got this product it was oily in appearance and looked like vinegar in color. I used a paintbrush as I read in a previous review. The color is a yellow, maybe a copper tone---nothing like gold. I used part of this for an anniversary cake--I had to drive to the arts and crafts store to purchase Wiltons Gold shimmer to attempt to cover this disaster. I thought $15 was pretty expensive in the first place, but after using the product I am sure it is not worth a single cent. I cannot believe how grotesque this color is. If I wanted a copper/yellow tone I would have just used edible dye---I sure would have saved the money for something else. I bake hundreds of cakes each year, and I am confident to say that this is the worst item I have ever used. Garbage. I have another bottle that should be arriving in the mail in a couple days for the silver color, I will be sending it right back and getting my money back for sure!"
481010,B004ZY34NC,A3W23D5PTALR0L,LWD,12,12,1,1344988800,Great Coffee - But don't buy it here.,"The coffee is rich and delicious... a great way to start the day or to end an evening meal.  But at $1.00 a cup it is way overpriced.  I bought my Nespresso coffee machine from an Amazon dealer.  The price was very good.  So I assumed that the cost of the coffee would be good as well.  I performed a Google internet search for the lowest prices on Nespresso coffee, and all search results linked to Amazon.  So I ordered 50 cups and paid $1.00 a cup.  Then, a few days later I found that I could order the same coffee directly from the Nespresso website for only $0.60 a cup.  This shows you how skewed the Google Search Engine is and also reveals that the ""deals"" on Amazon are not always good deals.<br /><br />Lessons learned: 1) The coffee is great!  2) Do not trust Google as a reliable source to point you in the direction YOU want to go in.  It only points you in the direction they want to take you in.  3) Buy your coffee directly from Nespresso and save 40% (and get faster shipping as well.)  4) Do not rely on Amazon for the best deals."
63,B001EO5TPM,A1E09XGZUR78C6,gary sturrock,2,2,1,1215302400,stale product.,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!
417963,B009RB4GO4,AOP4KC76I40EE,Eric Rich,1,1,1,1342915200,Horrible.  The worst k-cup I've had by far.,"I've probably tried 40+ (maybe more than that) k-cup varieties thus far and this is the only one that is just plain horrible.  The powder rarely comes out correctly (and the fact that you are talking about a powered cider should stop you right there), it has a far too-sweet taste, and well, frankly, it just tastes bad.  My wife and I found the Green Mountain naturals Cider cups on clearance locally (we liked them so much we went back and bought like 16-18 boxes), but I have problems with sugar so I thought I would try this.  Bad idea.  It is borderline undrinkable.  It is, however, better cold than hot, but that's not saying much.  Low price, low quality.  Even the physically cup itself isn't made as well as the ""real"" k-cups.  It is made to fit in a Keurig brewer.  It is not a true k-cup.  Note that the title says ""for Keurig K-Cup Brewers"".  It is worded that way for a reason.  Avoid like the plague.  If you can handle sugar, check out the Green Mountain version.  If you can't, well, I've not found a better choice either.  In fairness, apparently everything this company makes isn't horrible.  My wife loves their Peppermint Hot chocolate.  Neither one of us can stand this crap however."
169398,B001EQ4ABO,A1VHII9S0VPBZ5,A. Mortensen,2,2,1,1262822400,Not Original,The picture makes you think it's the original chocolate Twizzlers but they are actually the new disgusting recipe with the real Hershey's chocolate.  Don't be fooled by the picture!!!
15020,B0001B8W08,A3GHFLB0T172MQ,Mervyn Rhodes,0,0,1,1250380800,Strawberry Jelly,Jelly did not set well and as a result is almost liquid. Taste is not that of Strawberry. Do not recommend purchase.
501683,B003PG6FB4,A2ITHXFJRKVX02,"Grass_Tiger ""grass_tiger""",0,0,1,1331164800,Tastes disgusting and the peppermint flavor is extremely short lived,"I really, really do not like this gum. It might be gluten free and ""natural"", but it tastes disgusting. The peppermint flavor only seems to be in the outer candy shell of the gum. So you chew and break the shell, then swallow that part and then the taste is gone. The taste only lasts about the time it takes to chew up a Tic Tac and swallow it and doesn't leave the pleasant aftertaste a Tic Tac does. Then after that candy shell is gone, to me at least, it tastes like chewing on a wood chip and is almost as hard. I can't stand chewing it even as long as minute. I think I might get more out of chewing on ice. Sorry, I really tried to like this, but I'm taking a pass on this brand of gum."
260515,B000G2UUOS,A2W1Q6OJH9UMPK,"Robby Robot ""Robby""",6,27,1,1311984000,MADE IN CHINA..... NOT USA,"""Seapoint Farms"" sounds so American.  So wholesome, so family.  Their soybean packages feature happy-faced Spongebob Squarepants, and in big letters: ""USDA ORGANIC"".  But then if you turn the package over, you will find: ""Product of China"".  That's right... you are NOT buying a US food product, you are buying Chinese food, cleverly packaged to LOOK like an American food product.  Ugh.  Do we now have to eat Chinese food?  Isn't it enough that we buy their VCRs, cellphones, garden tools, towels, furniture, flashlights and toys?  The quality control is not good.  Please.... buy American food, and NOT frozen vegetables from Red China!"
427826,B008FHUFAU,A2SGOIASETW3UB,April Steele,3,6,1,1234137600,Bitter,I ordered this coffee for my Keurig brewer and I was very disappointed with the flavor.  It was very bitter and acrid.  I like strong coffee--but this was just unpleasant to drink.  I ordered 2 cases and we managed to finish off one of them... I'm giving the second one away as I can't bear to drink another sip of it.  It tastes like burned rubber.  Blech!  I can not recommend this product.
375327,B000G17682,A2VIP825RRH87T,Lindsay Bluth,1,4,1,1287014400,Barfy,"This stuff is GROSS. The picture on the can looks utterly delicious - and authentic! Sorry, but I've never seen sweet potatoes in my local Thai food. Green beans are crisp but the carrots are utter mush. I adore Amy's other soups (minestrone, no chicken noodle, lentil, tomato, etc) and frozen entrees, but this stuff looks disgusting and tastes pretty bad too. When you heat this in the microwave, the grease separates from the soup, leaving an orange coat over the top that won't stir back in.<br /><br />The one bright spot of the soup is a real bay leaf.<br /><br />Don't bother, trust me!"
506410,B001C15JCU,A276U0DF1GO16R,momofmadeleine,0,2,1,1322179200,PRODUCT RECALLED,This brand of chicken jerky has been causing kidney failure in dogs and has been recalled as of November 2011.  Do Not Buy.
184113,B00764BRS2,AOJ311MIWIV9G,D,0,0,1,1332806400,Doesn't work with all models - no disclaimer in description,"I have a B31 mini Keurig and these would not work with it because the entrance needle is off-center and does not go through the hole on these kaps. The description should have said that they will not work in all models, but there was no mention of this.<br /><br />I had been using the foil method and had been waiting for these to come back in stock and the price to go below $10 for 3 (I really only needed one but could only find packs of 3 or more, which gives me 2 spares which I guess is OK since the cat would be sure to play hockey with one and lose it under the stove). So finally I order and eagerly await these, only to be disappointed and have to return them and order something else.<br /><br />Have decided to try instead the DisposaCup Lids which are more expensive, but appear to allow for the machine to punch a hole where it wants to."
144500,B0032G9UYG,A18LTI7TF6GHJN,R. Ramjit,0,0,1,1315094400,Nothing Happened,"I received the package on time. However, I am sorry to say none of the seeds grew. Perhaps i have a black thumb? I am rather disappointed."
537321,B0034EFIYC,AQYP02X3GUWPP,Train To Nowhere,1,1,1,1350000000,Rock candy-like?,"I've been ordering these Almond & Coconut bars from Amazon for a year or so and they've always been very chewy and great tasting, however, the latest shipment I received were very hard to bite and chew and I have no idea who's at fault, Amazon or KIND?"
73564,B002KB7CWQ,A3RIDXM88UVSZY,"J. Welsh ""Garamond""",0,7,1,1312934400,Worst cashews,These are the worst cashews that I have ever purchased. They arrived soft and chewy. Definitely not crunchy. I would be embarrassed to serve these to my guests or to use them in a recipe.
363807,B001M08YZA,A2LAI60M9920MO,"Percy ""ks""",3,3,1,1344556800,Thumbs down on the New Improved Formula!,"I just spent the past 90 minutes scouring the shelves of my local grocers with the original Protein Plus formula.  What on earth were they thinking with changing the formula? Caloric load went up 20%, sugar content when up 350%!!, carb content went up 36%, and fiber content decreased 40%.. Yes, fat content decreased, but it's better to have some fat with those carbs. This product, as originally formulated, was good for people on isocaloric (kinda like Zone: roughly balanced macronutrient ratios). It no longer is.<br /><br />I am furious."
155109,B000NMG2SY,A33TLBCXHX0OLD,Linda Noel,0,1,1,1327190400,Mrs. Fields' Jumbo Individually Wrapped Oatmeal Raisin Cookies,"Yuck!  That just about says it all about these cookies.  Oatmeal raisin cookies are my favorite and I'll just make my own again -- starting with the next batch.  Mrs. Fields (and company) must have changed the recipe because these cookies were inedible.  I gave them to my daughter to take to work and, hopefully, nobody got sick eating them.  Never again will I purchase these cookies from anyone.  Consider yourselves warned ... please."
62162,B001CEJ86K,A3RE9XBR3D5KOU,Bob Alou,4,4,1,1342051200,Wild Planet Canned Salmon,"The label on the can says... No liquid or oil added... That's just not true. I poured off 1 3/4 ounces of liquid from one can. That comes out to a price increase of over 40%  per can for the salmon you actually get. The salmon was good but if you are doing a price comparison per can based on the amount of salmon you get, the real price is approximately $6.46 per can or $25.84 per 4 pack. The other 3 cans sound like they are also full of water. If Wild Planet is not going to be truthful about the amount of liquid in the can, what else may be untrue? Is it really a product of the USA, or never previously frozen like the can says? The next can I have, I will weigh the salmon after pouring off the water."
232767,B000E243R0,A2GN3N5EXOK0LA,arealjewel,0,0,1,1346889600,Missing one pkg and missing taste Kay's Protein Chips,"When I received this order I expected 12 pkgs but one was missing.  After tasting these, I find that I will not miss anything from these....Terrible tasting!!!!!!!"
42024,B000F0JNHG,AW9214RHTC46P,N. Cross,1,1,1,1275264000,Doesn't work for groundhogs,"We have a groundhog living under our garage. We poured a whole canister down his hole and he still sits in there looking at us as if to say ""what was that supposed to do?""  Don't waste your money if you have real critters (i.e., anything bigger than a squirrel)."
373682,B0000VMARA,A1Z0C8NKSNO4L8,"Marilyn A. Sewell ""Southern Bell from Kentucky""",0,0,1,1316304000,Not Too Sweet,I ordered these thinking ithelp save some time decoration. I didn'tknow they would as hard as a brick and about as sweet as day old rocks.
155892,B001HTN5ZU,A1GFCXEU61B232,Kayt Havens M.D.,0,1,1,1342742400,ginger people-- this batch is yukky,"ginger people  ginger gizer is my favorite drink of all time...so I was glad to by a lot.  However, this batch lacks that great ginger zing and is too sweet. Don't know what the issue is and would be glad to have them replaced... alas...can't return."
380311,B000BY9AJW,A2A9ZFGJMU54NL,Carole Ryan,0,1,1,1291334400,Chinese flakeboard for Dogs,"Save your money, these are awful, they actually fall apart in a million<br />pieces like particleboard..... made in china.  surprise!"
17712,B0051OQ23E,AMBYJMP4DHTY4,Steve,0,1,1,1324512000,WARNING $25+ For One Bag,"After confirming that the receipt of ONE BAG was not an error, I was able to get a partial credit."
139545,B004BNNO0U,A302XR5PXLSWQD,"Princess ""sharkdiver""",2,2,1,1301788800,OMG STAY AWAY FROM THIS BOGUS COFFEE!!!,"What a rip-off!!  You think that you are getting a real K-cup.  What this product is simply stated is a plastic cup with freeze dried coffee inside -- no filter, nothing.  Coffee tastes worse than dirt. Spread  the word on these scam artists... BAD PRODUCT.  I could just buy a jar of crummy freeze dried coffee and pour boiling water over it -- no need to fire up the keurig. Shame on this weasly company.  I am going to work to see that they be forced to label this crummy product for what it is ... then see how quick;ly they lose dissatisfied customers like myself."
531999,B005K4Q34S,A3J6974E8O82I0,SueH,1,2,1,1323993600,A K-Cup Really???????????,"I was excited to find a reasonably priced K-cup coffee.  That is until I purchased it and tried it.  This is instant coffee -it is dishonest to call it a K-Cup.  You expect real coffee whey you purchase a K-cup.  Save yourself the cost - if you really want instant coffee, buy yourself a jar of instant coffee and grab a spoon."
438997,B005DXTWPI,A268LIM1YQUGF,N. Rooney,0,0,1,1347753600,"Agreed, it sucks.",This vodka sauce is awful!  It tastes sour and has no creaminess to it whatsoever.  I will never buy it again.
235311,B0034EDMCW,A2P3GLJU22VAMD,Char08,0,15,1,1285027200,Not what I ORDERED,"I did not receive what I ordered , instead I got almond and apricot these were quite sickly!!"
485045,B000EVG87Y,AOS3JKZ3AU18Q,Abe,0,3,1,1252800000,Abject failure,"The package says ""Chicken Flavored Gravy Mix"", but this is neither chicken, flavored, nor gravy.  I suppose the word ""mix"" is still appropriate.<br /><br />It has the appearance of jenkem and the smell of fish food flakes.  I can't believe I wasted the rest of my potato flakes on this stuff.  Now what will I eat."
415241,B002SN8B8K,A25EK9C4GXO0TA,Niloo,2,2,1,1313798400,too close to expiry date,i was very disappointed as the entire shipment of 6 boxes was due to expire less than 2 months from purchase date. will not purchase this product again from amazon
391086,B004YV81LQ,A1GTWRBJ2L7OND,Stephen Szymanski,0,0,1,1335398400,Awful and Bland,"This dinner kit is just plan awful.  The seasoning adds absolutely no flavor to the meal.  I followed the instructions on the box, used 96/4 ground beef and it came out looking NOTHING like it does on the box.  It looks super on the box, don't buy into it.<br /><br />I had to add tobasco sauce to make it have any hint of flavor.  The velveeta sauce just consumed everything to be honest.  The salsa mixed in is non-existent along with the taco seasoning.  There are no naco chips included in this meal, but there should be.<br /><br />Velveeta has done nothing to get me away from making Hamburger Helper the next time I use a dinner kit."
31973,B0062A87HA,A1LI3PCGW5CRFP,"K. Kimball ""Amarantha""",0,2,1,1331510400,Humongus Price Hike,"Initially, this product was priced fairly ($15.51 for 12 cans) and a quality product.  No dented cans noted.  However, it should be noted that the price hiked 150% in 1 month.  Regardless of the current economy, what was a fair price, quickly became ridiculous. I will not purchase this product again."
193282,B000EZSFX0,A2MUOUB0QTFSGE,Jojo,1,1,1,1338508800,Used to be good,I've ordered salmon jerky from Snackmasters before and really liked their product but it was a couple years ago. I recently ordered a package from them again. The jerky was so hard it was like chewing leather. I don't mind my jerky on the harder side but my jaw hurt after a couple pieces. I also found fish bones in my jerky which I think is unacceptable especially for the cost of the product.
130761,B000Z8R63G,A2HOZZFU3P37XM,"R. Gilman ""Grandma Renee""",1,1,1,1295654400,manhattan candies,I should have sent these back. Thay were stale with the chocolate coating on the jelly rings white and looked like they were in storage for a long time. The jelly inside was hard and inedible. Never again do I buy from this company. I was embarassed to serve them and threw out.
10576,B000JMDHEA,AI5O6LWPQEINO,"K. Wendell ""gourmet cook""",0,1,1,1322438400,What a waste of money !!!!!!!,"I had high hopes for this product...just to be completely let down by the broken lids on both jars which let the ghee leak all over the shipping box!  It was shipped with broken lids from the seller because the 2 pieces of broken lid were NOT in the box!!!!!!!!!!  I will NEVER buy anything from this seller again!!!!!!!!!!!!!!!  BE WARNED!!!!!!!!!!!!!!!!  The ghee was runny, probably from sitting in storage at the seller's business with air getting to the product through the broken lids."
273262,B000LKVH8S,A281898ZHRD1Q7,TMC,0,2,1,1310256000,Dented Cans,"When I received this product, every can in the package was significantly dented.  I don't know about you, but I was always taught never to buy canned goods that had more than a minor dent in them."
498809,B002OKNOA2,A184DYJSMSSR1V,"CTMom ""lt22222""",5,5,1,1320624000,arrived open!,"So looking forward to receiving this as I am unable to find it locally, but the jar arrived already open (the seal was halfway removed & the jar was leaking) & the lid had been TAPED closed with packing tape as if I wasn't supposed to notice. Eww.<br /><br />This seller CALLED ME AT MY HOUSE this morning!  I don't know how they got my information since this was fulfilled via Amazon & the seller should not have had anything to do with the transaction other than receive the funds.  They called to ask me to take down my review (though they did graciously ask if they could send me another jar of Tamarind) but this was seriously creepy, not to mention a violation of Amazon's rules.<br /><br />When I leave a review, it is for the item that I ordered.  This item (& transaction) deserved 1 star.  To ask that I remove it would be disingenuous.  To call my home is downright scary."
365605,B000ZE83FA,A10MHU9NOR190B,Lady Cenu,0,4,1,1199577600,Ick.,"I did not enjoy this blend at all. In fact, I drank about half the cup and then dumped it out. To me it tastes very bitter, and lacks any amount of smoothness. A friend of mine who enjoys her coffee a bit stonger than I do tried it as well and was not happy with it."
63568,B002IEZJMA,AFU2OC83XKJMW,Geneva Lewis,2,4,1,1335657600,"Faux Coffee, Real Heartburn","This was a really unsatisfactory beverage in taste and aftereffects. I'm not a huge fan of coffee in a can or jar, having partaken of two widely nationally available brands and found them lacking for a coffee fanatic such as myself (consuming an average of 4-6 cups a day). I was hoping that the Italians (via Denmark, where this product is made) would get it right. Sadly, the Illy Espresso company has failed abysmally with this product. The weird thing was that it tasted fine for the first sip: a nice, bracing bittersweet espresso flavor. The second sip, it seemed a little tinny. Then it was salty. But I was committed to finishing this drink to the full, 6.8 fluid ounce end. The bitter end. Because while I got a faint coffee buzz, I also got major heartburn and a stomachache within a half hour of consumption. I'm guessing as an amateur chemist that adding baking soda (potassium bicarbonate, 20 mg sodium per serving in the drink) with an alkaline Ph interacts negatively with coffee's more acid Ph.  Well, I've popped an antacid, and I will say that this product has convinced me that there are no shortcuts in life. If you want decent coffee, make it yourself. This product contains 156 mg of caffeine per serving. If that's what you're looking for, there are other options that won't feel like you drank battery acid."
136429,B006Q820X0,#oc-R2GDRKIV15IZHW,Wes Hood,7,13,1,1335139200,Doesn't Work Well in Keurig Brewer,"While the flavor of this coffee is acceptable, mechanically it just does not work in the Keurig brewer.  I don't know if the problem is the size of the grind or some problem with the K-cup containers themselves, but almost every cup I have tried to make has been virtually unuseable.<br /><br />The water barely drips from the K-cup while brewing instead of producing a steady stream as other containers do. On at least two occasions the back-pressure was so high as to cause my brewer to overflow out of the top of the K-cup container because the brew could not be pushed through the K-cup as it should be.  Both holes were punched in the K-cup correctly and the holes in the needles are NOT obstructed.  I can remove the Brooklyn K-cup and insert any other one I have and it will flow correctly.  I have two brewers and the problem is the same in both brewers.<br /><br />In addition to the over-flow and back-pressure problems, every cup I have brewed has also contained a significant portion of coffee grounds in the cup, several cups have been so full of grounds as to be undrinkable.  This leads me to believe that at least part of the problem is the size of the grind.<br /><br />I've used almost half the box trying to get things to work to no avail, but I don't feel I can request a refund after using that much of the product.  I have no interest in replacement product as the flavor is not that special and I don't trust it to work any better.<br /><br />I cannot in good conscience recommend this coffee to anyone."
512056,B0043P13SG,A1RG2HV8NJH6Y0,"Dinko Perkovic ""dinko""",1,3,1,1326412800,Cats don't like it,"I have to admit that my cat is a spoiled one - yet, she likes variety in her diet. This is the reason why I ordered these treats, in the first place. However, I was not able to ""convince"" her to eat it. With plenty of left, I handed the left-over to all my friends who have a cat. None of the cats offered this treat took it. Something is simply wrong here; my cat gets crazy over catnip and she accepts teeth brushing to get another catnip flavored treat (as she gets this one as reward, only)<a href=""http://www.amazon.com/gp/product/B0049T0DXC"">The GoodLife Recipe Catnip Delights - 3 oz</a>. So, Pounce should come up with a new recipe. If your cat never successfully tried these before, stay away"
372662,B0083T6HC0,A2Q5LBI9PL5RYB,Lydiaj,2,3,1,1344816000,Disappointed.,"First time Kurig user and did not know which brand to buy so I decided to buy this mixed flavor, but did not provide the variety that I expected. Too many Timothy's, only one Donut House, no Emeril's. Ended up using only half and the rest seatting on the shelf."
